Dataset,Spuntik_time,Sputnik_gflops,cuSparse_time,cuSparse_gflops,ours_time,ours_gflops
route, 5.587968, 94.732456, 1.838080, 287.997207, 1.519616, 348.352424
s3dkq4m2, 14.147584, 872.338414, 16.704512, 738.811240, 14.328832, 861.304065
s3dkt3m2, 11.335680, 847.665085, 12.898304, 744.970825, 12.339200, 778.726347
s4dkt3m2, 11.331584, 847.971491, 12.839936, 748.357310, 12.345344, 778.338820
sc2010, 8.853504, 258.258149, 7.289856, 313.653605, 4.911104, 465.575460
sc205-2r, 1.444864, 218.353999, 1.737728, 181.554213, 0.914432, 345.014002
scagr7-2r, 1.334272, 230.508437, 1.491968, 206.144470, 0.898048, 342.477201
scfxm1-2b, 0.943104, 301.444073, 1.197056, 237.493573, 0.809984, 350.986081
scfxm1-2r, 1.890304, 299.821240, 2.030592, 279.107418, 1.329152, 426.402161
scircuit, 8.174592, 300.305649, 7.597056, 323.135197, 4.787200, 512.800003
sctap1-2r, 1.526784, 312.484921, 1.761280, 270.880823, 1.112064, 429.019335
sd2010, 3.970048, 264.845244, 3.634176, 289.322343, 2.327552, 451.739976
sgpf5y6, 10.416128, 204.476993, 8.792064, 242.247853, 6.945792, 306.640121
shallow_water1, 2.975744, 281.899517, 2.816000, 297.890911, 1.618944, 518.153052
shallow_water2, 2.979840, 281.512024, 2.805760, 298.978112, 1.618944, 518.153052
shar_te2-b2, 6.061056, 253.674601, 4.830208, 318.316738, 3.467264, 443.443599
shar_te2-b3, 7.374848, 277.978344, 7.238656, 283.208373, 4.235264, 484.042573
shermanACb, 14.179328, 26.205857, 1.233920, 301.139009, 1.182720, 314.175339
ship_001, 13.126656, 905.731755, 19.340288, 614.738969, 12.925952, 919.795218
ship_003, 24.310783, 851.484163, 30.953472, 668.753636, 24.797184, 834.782169
shipsec1, 22.843391, 875.628048, 29.435904, 679.520987, 23.930880, 835.836985
shipsec5, 29.929472, 865.017792, 39.701504, 652.104412, 31.198208, 829.840159
shipsec8, 19.920897, 855.016812, 24.967169, 682.203960, 20.622335, 825.934652
shock-9, 1.346560, 271.064639, 1.636352, 223.060083, 0.827392, 441.151000
shuttle_eddy, 0.579584, 457.592754, 0.787456, 336.797800, 0.509952, 520.075292
shyy161, 2.906112, 290.488024, 3.012608, 280.219234, 1.802240, 468.411928
sinc15, 2.029568, 717.111519, 2.565120, 567.391222, 2.099200, 693.324387
sinc18, 3.136512, 794.830221, 4.145152, 601.424147, 3.241984, 768.971915
skirt, 0.911360, 552.022457, 1.141760, 440.627806, 0.800768, 628.260856
sls, 55.268353, 315.171657, 42.129410, 413.464569, 28.756992, 605.731574
smallworld, 6.515712, 392.894874, 5.669888, 451.506229, 3.720192, 688.133782
sme3Da, 3.257344, 687.588021, 4.005888, 559.104680, 3.384320, 661.790465
sme3Db, 7.980032, 667.606509, 9.290752, 573.421941, 8.181760, 651.146133
sme3Dc, 12.087296, 666.862106, 15.332352, 525.722311, 12.462080, 646.806902
smt, 10.358784, 927.536601, 14.659584, 655.417712, 10.406912, 923.247086
soc-Epinions1, 5.359616, 243.044048, 4.027392, 323.440765, 2.868224, 454.156566
soc-LiveJournal1, -1.000000, -176624.058880, 489.132019, 361.096906, 413.638641, 427.000868
soc-Slashdot0811, 7.693312, 301.300406, 6.024192, 384.781583, 4.606976, 503.149585
soc-Slashdot0902, 7.881728, 308.062875, 6.233088, 389.544931, 4.850688, 500.561539
soc-sign-Slashdot081106, 3.478528, 380.170000, 3.951616, 334.655995, 3.075072, 430.049111
soc-sign-Slashdot090216, 3.654656, 382.229623, 4.059136, 344.141657, 3.236864, 431.565157
soc-sign-Slashdot090221, 3.671040, 382.986047, 4.202496, 334.552871, 3.415040, 411.695650
soc-sign-epinions, 7.608320, 283.099587, 6.212608, 346.700189, 5.057536, 425.881747
south31, 0.855040, 336.520953, 1.230848, 233.772887, 0.659456, 436.327630
spal_004, 215.388153, 548.732118, 361.427979, 327.009541, 374.949890, 315.216514
sparsine, 7.201792, 550.614265, 8.758272, 452.761595, 6.544384, 605.925520
spmsrtls, 1.353728, 434.846805, 1.414144, 416.268996, 0.928768, 633.812032
srb1, 8.550400, 886.871879, 10.383360, 730.313616, 8.760320, 865.620134
stat96v2, 21.652479, 337.217322, 15.474688, 471.840934, 10.583040, 689.933221
stat96v3, 25.017344, 339.500641, 17.848320, 475.865749, 12.258304, 692.869455
std1_Jac2, 5.100544, 626.747142, 5.384192, 593.729081, 4.854784, 658.474476
std1_Jac2_db, 2.092032, 610.341423, 2.642944, 483.117960, 1.891328, 675.109645
std1_Jac3, 5.582848, 667.575193, 6.286336, 592.868551, 5.540864, 672.633525
std1_Jac3_db, 2.196480, 619.843813, 2.770944, 491.339595, 1.984512, 686.050061
stokes128, 2.892800, 494.330958, 3.450880, 414.387234, 2.083840, 686.233450
stokes64, 0.716800, 500.121446, 1.012736, 353.978779, 0.576512, 621.820626
stokes64s, 0.717824, 499.408001, 1.010688, 354.696067, 0.582656, 615.263593
stomach, 13.285376, 582.250673, 15.240192, 507.567009, 9.380864, 824.595556
stormG2_1000, 33.420288, 265.027499, 27.218945, 325.409214, 17.761280, 498.685643
stormg2-125, 3.897344, 284.587485, 3.916800, 283.173855, 2.425856, 457.213993
struct3, 5.098496, 589.322158, 4.842496, 620.476855, 3.654656, 822.144873
t2dah, 0.882688, 510.780171, 0.934912, 482.248070, 0.755712, 596.602325
t2dah_a, 0.881664, 511.373416, 0.960512, 469.394998, 0.759808, 593.386116
t2dah_e, 0.880640, 511.968041, 0.947200, 475.991892, 0.759808, 593.386116
t2em, 36.942848, 318.127337, 32.175102, 365.267835, 22.464512, 523.159817
t3dh, 14.126080, 788.710608, 17.504255, 636.496018, 15.797248, 705.274038
t3dh_a, 14.166016, 786.487118, 17.492992, 636.905827, 15.831040, 703.768579
t3dh_e, 14.137344, 788.082154, 17.489920, 637.017723, 15.793152, 705.456954
t3dl, 2.056192, 634.793351, 2.420736, 539.198376, 1.836032, 710.911867
t3dl_a, 2.055168, 635.109643, 2.435072, 536.023982, 1.951744, 668.764442
t60k, 2.270208, 201.714038, 2.275328, 201.260133, 1.343488, 340.853664
tandem_dual, 3.984384, 295.870594, 3.652608, 322.745311, 2.469888, 477.293745
tandem_vtx, 1.370112, 473.374459, 1.497088, 433.225047, 1.031168, 628.972204
ted_A, 1.471488, 738.669103, 1.871872, 580.671515, 1.427456, 761.454436
ted_AB, 1.709056, 782.485012, 2.271232, 588.804131, 1.715200, 779.682113
ted_AB_unscaled, 1.712128, 781.081021, 2.282496, 585.898391, 1.711104, 781.548458
ted_A_unscaled, 1.468416, 740.214447, 1.852416, 586.770303, 1.428480, 760.908587
ted_B, 0.684032, 541.089054, 0.825344, 448.446016, 0.633856, 583.921649
ted_B_unscaled, 0.683008, 541.900288, 0.824320, 449.003096, 0.637952, 580.172525
thermal1, 4.072448, 361.112668, 3.906560, 376.446925, 2.426880, 605.968384
thermal2, 63.254528, 347.257374, 55.356415, 396.803177, 33.687553, 652.039079
thermomech_TC, 5.204992, 349.969518, 5.907456, 308.354138, 3.748864, 485.904133
thermomech_TK, 5.207040, 349.831870, 5.881856, 309.696207, 3.742720, 486.701793
thermomech_dK, 14.419968, 505.295425, 17.721344, 411.162025, 9.556992, 762.409763
thermomech_dM, 10.977280, 331.883406, 12.125184, 300.463642, 7.920640, 459.959923
thread, 12.200960, 937.903471, 17.986561, 636.215172, 12.469248, 917.723591
tmt_sym, 37.235710, 349.322199, 32.783360, 396.764101, 19.591167, 663.934918
tmt_unsym, 36.833279, 318.654515, 32.155647, 365.008686, 22.338560, 525.418402
tn2010, 11.845632, 258.032080, 9.533440, 320.613868, 6.402048, 477.433613
tomographic1, 4.096000, 404.684356, 4.690944, 353.358968, 3.273728, 506.330170
torsion1, 1.761280, 287.220940, 1.815552, 278.635082, 1.122304, 450.748190
torso1, 24.794111, 879.331377, 36.414463, 598.724742, 23.552000, 925.706520
torso2, 5.997568, 441.127274, 6.390784, 413.985353, 4.162560, 635.592253
torso3, 17.836033, 635.698959, 21.889025, 517.992357, 13.179904, 860.275426
tp-6, 1538.711548, 19.195146, 86.429695, 341.732001, 57.287682, 515.569697
trans4, 177.539078, 11.050940, 7.139328, 274.812105, 3.892224, 504.075234
trans5, 178.469894, 10.993304, 7.165952, 273.791075, 3.901440, 502.884527
transient, 96.608253, 25.486253, 8.538112, 288.375520, 5.710848, 431.141306
trdheim, 5.545984, 893.336444, 7.287808, 679.824370, 5.442560, 910.312291
troll, 35.344383, 868.083733, 42.445824, 722.848128, 37.312511, 822.294801
ts-palko, 71.578621, 38.515295, 6.067200, 454.389438, 4.538368, 607.458792
tsyl201, 6.886400, 912.623391, 9.573376, 656.475847, 6.971392, 901.497116
tube1, 3.103744, 739.901016, 3.444736, 666.658739, 3.058688, 750.800152
tube2, 3.265536, 703.242381, 3.394560, 676.512801, 3.006464, 763.841961
turon_m, 9.967616, 434.270594, 10.333184, 418.906937, 6.590464, 656.803904
twotone, 7.382016, 424.547083, 6.689792, 468.476952, 5.250048, 596.949465
tx2010, 44.695553, 255.239182, 35.337215, 322.834049, 24.030209, 474.738131
usroads, 4.654080, 181.996703, 4.207616, 201.308111, 2.622464, 322.989074
usroads-48, 4.544512, 182.458323, 4.134912, 200.532441, 2.573312, 322.224427
ut2010, 5.498880, 266.324958, 4.806656, 304.679385, 3.278848, 446.647417
va2010, 14.071808, 255.080777, 11.192320, 320.706317, 7.665664, 468.250055
vanbody, 7.595008, 787.683036, 8.574976, 697.664798, 7.444480, 803.610047
venkat01, 6.255616, 702.975916, 7.345152, 598.700691, 4.687872, 938.069039
venkat25, 6.258688, 702.630893, 7.134208, 616.403025, 4.686848, 938.273946
venkat50, 6.258688, 702.630893, 7.133184, 616.491534, 4.710400, 933.582588
venturiLevel3, 150.917114, 273.247296, 142.287872, 289.818751, 86.794243, 475.120147
vfem, 7.325696, 501.340509, 6.641664, 552.974096, 4.854784, 756.504955
vibrobox, 1.491968, 588.242951, 1.682432, 521.649405, 1.206272, 727.563664
viscoplastic2, 2.016256, 484.161989, 2.461696, 396.553675, 1.584128, 616.234639
viscorocks, 4.200448, 708.339828, 5.250048, 566.727114, 3.613696, 823.352202
vsp_barth5_1Ksep_50in_5Kout, 1.528832, 340.941067, 1.848320, 282.008309, 1.190912, 437.682714
vsp_bcsstk30_500sep_10in_1Kout, 15.618048, 661.086427, 21.733376, 475.070213, 17.427456, 592.449031
vsp_befref_fxm_2_4_air02, 3.043328, 165.248988, 1.176576, 427.432543, 1.299456, 387.013396
vsp_bump2_e18_aa01_model1_crew1, 3.406848, 452.060421, 3.660800, 420.700702, 2.603008, 591.662070
vsp_c-30_data_data, 3.048448, 104.440709, 0.879616, 361.955753, 1.072128, 296.962735
vsp_c-60_data_cti_cs4, 5.519360, 223.636361, 3.707904, 332.891457, 2.345984, 526.145792
vsp_finan512_scagr7-2c_rlfddd, 7.472128, 378.251340, 7.298048, 387.273747, 5.161984, 547.530255
vsp_mod2_pgp2_slptsk, 6.637568, 300.345572, 5.543936, 359.593661, 3.743744, 532.505485
vsp_model1_crew1_cr42_south31, 27.737087, 35.067746, 3.002368, 323.969989, 2.118656, 459.101032
vsp_msc10848_300sep_100in_1Kout, 8.736768, 715.557919, 10.657792, 586.581471, 9.989120, 625.847287
vsp_p0291_seymourl_iiasa, 0.808960, 340.936700, 0.869376, 317.243815, 0.638976, 431.634630
vsp_sctap1-2b_and_seymourl, 4.015104, 179.585573, 2.189312, 329.352201, 1.610752, 447.650989
vsp_south31_slptsk, 28.026880, 34.693825, 2.619392, 371.215805, 1.849344, 525.786264
vsp_vibrobox_scagr7-2c_rlfddd, 4.664320, 478.140506, 6.020096, 370.459273, 3.730432, 597.839687
vt2010, 1.415168, 281.472494, 1.624064, 245.267974, 1.033216, 385.525273
wa2010, 9.378816, 258.606844, 7.838720, 309.416074, 5.228544, 463.881687
wang3, 1.178624, 384.813195, 1.511424, 300.081312, 0.946176, 479.350653
wang4, 1.183744, 383.209358, 1.510400, 300.332192, 0.949248, 477.874857
water_tank, 7.325696, 711.238818, 8.283136, 629.027355, 6.231040, 836.187757
wathen100, 2.372608, 508.848738, 2.361344, 511.275998, 1.776640, 679.540324
wathen120, 2.827264, 512.279053, 2.778112, 521.342622, 2.099200, 689.952436
watson_1, 10.961920, 246.401920, 9.332736, 289.415459, 7.577600, 356.450338
watson_2, 19.452929, 242.984543, 15.698944, 301.087827, 13.510656, 349.854281
wave, 11.630592, 466.336929, 11.131904, 487.227961, 7.174144, 756.017007
waveguide3D, 1.657856, 468.604080, 1.947648, 398.880116, 1.370112, 567.017961
web-BerkStan, 37.921791, 513.096102, 33.381374, 582.885623, 27.721727, 701.887113
web-Google, 42.051582, 310.782594, 47.406078, 275.679835, 36.167679, 361.341957
web-NotreDame, 13.506560, 283.763071, 16.006144, 239.449498, 8.444928, 453.841994
web-Stanford, 14.376960, 411.769415, 16.224257, 364.885276, 12.253184, 483.139090
webbase-1M, 34.957314, 227.425147, 28.282881, 281.094851, 20.325377, 391.145136
wheel_601, 33.107967, 167.853368, 24.132608, 230.281109, 18.994177, 292.578293
wi2010, 12.129280, 255.256224, 9.818112, 315.343125, 6.484992, 477.421441
wiki-Talk, 206.912506, 62.126789, 70.410240, 182.570171, 57.336830, 224.198121
wikipedia-20051105, 122.307587, 413.448430, 133.899261, 377.656151, 111.872002, 452.015508
wikipedia-20060925, 244.446213, 390.306255, 264.013824, 361.378371, 220.467194, 432.757746
wikipedia-20061104, 259.948547, 387.850144, 280.358917, 359.614321, 233.715714, 431.383411
wikipedia-20070206, 300.078094, 384.159317, 323.891205, 355.915178, 269.315063, 428.040654
windscreen, 4.332544, 875.909981, 5.884928, 644.853812, 4.423680, 857.864617
wing, 2.428928, 256.205744, 2.896896, 214.817965, 1.784832, 348.663224
wing_nodal, 0.822272, 470.037358, 1.089536, 354.736858, 0.802816, 481.428587
world, 1.771520, 287.403176, 1.925120, 264.472075, 1.247232, 408.216351
wv2010, 6.510592, 260.664518, 5.498880, 308.622910, 3.781632, 448.769300
wy2010, 4.029440, 271.655659, 3.906560, 280.200528, 2.471936, 442.818975
x104, 28.499968, 913.303405, 40.153088, 648.246971, 28.549120, 911.730992
xenon1, 4.784128, 632.020523, 5.275648, 573.136633, 3.543040, 853.410396
xenon2, 15.259648, 648.686069, 16.813057, 588.752022, 11.024384, 897.893405
