Dataset,ASpT_time,ASpT_gflops
stat96v3,12.306432,690.159773
std1_Jac2,4.068352,785.760717
std1_Jac2_db,1.853440,688.910204
std1_Jac3,4.648960,801.678395
std1_Jac3_db,1.935360,703.473561
stokes128,2.518496,567.799440
stokes64,0.510976,701.573124
stokes64s,0.510784,701.836903
stomach,11.786176,656.312875
stormG2_1000,19.548096,453.102721
stormg2-125,2.652736,418.109975
struct3,3.807488,789.144094
t2dah,0.602336,748.518315
t2dah_a,0.605184,744.995747
t2dah_e,0.606752,743.070540
t2em,26.055103,451.064415
t3dh,13.078528,851.883978
t3dh_a,13.073408,852.217623
t3dh_e,13.073408,852.217623
t3dl,1.625568,802.954373
t3dl_a,1.622688,804.379471
t60k,1.542624,296.853155
tandem_dual,2.833280,416.076789
tandem_vtx,1.047520,619.153786
ted_A,1.176768,923.667852
ted_AB,1.444864,925.561636
ted_AB_unscaled,1.444864,925.561636
ted_A_unscaled,1.175840,924.396773
ted_B,0.511808,723.166218
ted_B_unscaled,0.507584,729.184249
thermal1,3.424576,429.429062
thermal2,51.340641,427.840417
thermomech_TC,5.088128,358.007591
thermomech_TK,5.016512,363.118539
thermomech_dK,12.236352,595.466990
thermomech_dM,10.429920,349.300559
thread,12.122112,944.004033
tmt_sym,27.547487,472.175921
tmt_unsym,25.983553,451.712304
tn2010,7.469888,409.183227
tomographic1,3.968896,417.644412
torsion1,1.205440,419.661253
torso1,21.708799,1004.304275
torso2,4.960800,533.319382
torso3,15.940160,711.307017
tp-6,54.522881,541.713723
trans4,5.688320,344.912682
trans5,5.679104,345.472422
transient,8.136704,302.601922
trdheim,5.653504,876.346693
troll,37.344257,821.595778
ts-palko,5.140480,536.306271
tsyl201,6.576128,955.682419
tube1,2.790720,822.892792
tube2,2.860448,802.833491
turon_m,9.338656,463.518772
twotone,6.736896,465.201396
tx2010,27.086336,421.173844
usroads,3.021344,280.347824
usroads-48,2.955264,280.578647
ut2010,4.540320,322.551932
va2010,8.585120,418.101039
vanbody,6.770688,883.582116
venkat01,4.966720,885.402726
venkat25,4.972576,884.360017
venkat50,4.967136,885.328608
venturiLevel3,104.069023,396.253296
vfem,5.239808,700.916542
vibrobox,1.185792,740.129553
viscoplastic2,1.847520,528.381053
viscorocks,3.172256,937.927029
vsp_barth5_1Ksep_50in_5Kout,1.414272,368.558253
vsp_bcsstk30_500sep_10in_1Kout,16.976896,608.172377
vsp_befref_fxm_2_4_air02,1.611776,312.020331
vsp_bump2_e18_aa01_model1_crew1,4.222976,364.695666
vsp_c-30_data_data,1.046528,304.227011
vsp_c-60_data_cti_cs4,10.944224,112.783653
vsp_finan512_scagr7-2c_rlfddd,7.170048,394.187362
vsp_mod2_pgp2_slptsk,5.882880,338.875532
vsp_model1_crew1_cr42_south31,3.320832,292.901633
vsp_msc10848_300sep_100in_1Kout,9.561088,653.865294
vsp_p0291_seymourl_iiasa,0.808960,340.936700
vsp_sctap1-2b_and_seymourl,2.922496,246.725641
vsp_south31_slptsk,3.139584,309.709713
vsp_vibrobox_scagr7-2c_rlfddd,4.862976,458.608121
vt2010,1.291104,308.519602
wa2010,5.967040,406.470527
wang3,1.118784,405.395590
wang4,1.109248,408.945288
water_tank,6.077632,857.294322
wathen100,1.649952,731.717359
wathen120,1.969888,735.243923
watson_1,9.993952,270.267271
watson_2,16.294081,290.090680
wave,8.593120,631.176448
waveguide3D,1.388768,559.400925
web-BerkStan,31.240095,622.838154
web-Google,48.690910,268.405330
web-NotreDame,12.536832,305.712247
web-Stanford,15.746400,375.958464
webbase-1M,38.647488,205.709935
wheel_601,30.553087,181.889437
wi2010,7.418400,417.350685
wiki-Talk,73.393150,175.149991
wikipedia-20051105,128.894974,392.318476
wikipedia-20060925,254.859268,374.359098
wikipedia-20061104,270.493683,372.729893
wikipedia-20070206,311.556091,370.006554
windscreen,3.640320,1042.468336
wing,1.859232,334.710944
wing_nodal,0.672192,574.982405
world,2.558816,198.975029
wv2010,4.357888,389.427226
wy2010,3.135456,349.110346
x104,29.097984,894.533352
xenon1,3.788288,798.161889
xenon2,12.182592,812.529958
