Dataset,No_pipeline_time,No_pipeline_time,complete_time,complete_gflops
wa2010, 1.531904, 395.818855, 1.466368,413.509089
wang3, 0.227328, 498.783778, 0.215040,527.285718
wang4, 0.228352, 496.625571, 0.214016,529.892331
water_tank, 2.274304, 572.737809, 2.178048,598.049218
wathen100, 0.361472, 834.987582, 0.348160,866.913606
wathen120, 0.413696, 875.249091, 0.394240,918.443201
watson_1, 2.000896, 337.478573, 1.982464,340.616291
watson_2, 3.513344, 336.343445, 3.476480,339.909977
wave, 1.743872, 777.547689, 1.720320,788.192715
waveguide3D, 0.330752, 587.205908, 0.317440,611.830639
web-BerkStan, 8.719360, 557.882758, 8.672256,560.912932
web-Google, 8.038400, 406.452165, 8.017920,407.490365
web-NotreDame, 2.233344, 429.027381, 2.194432,436.634970
web-Stanford, 3.529728, 419.295228, 3.475456,425.842848
webbase-1M, 5.203968, 381.928371, 5.180416,383.664748
wheel_601, 4.905984, 283.189057, 4.877312,284.853810
wi2010, 1.889280, 409.689710, 1.820672,425.127945
wiki-Talk, 11.337728, 283.452075, 11.316224,283.990700
wikipedia-20051105, 28.532736, 443.068972, 28.467199,444.088994
wikipedia-20060925, 55.430145, 430.311364, 55.229439,431.875137
wikipedia-20061104, 58.831871, 428.428842, 58.583038,430.248603
wikipedia-20070206, 67.799042, 425.071627, 67.533821,426.740979
windscreen, 1.849344, 513.008717, 1.795072,528.518979
wing, 0.520192, 299.074788, 0.328704,473.302181
wing_nodal, 0.232448, 415.682825, 0.218112,443.004681
world, 0.332800, 382.467307, 0.313344,406.215275
wv2010, 1.352704, 313.645901, 1.100800,385.419754
wy2010, 0.765952, 357.274403, 0.742400,368.608625
x104, 9.271296, 701.873792, 9.179136,708.920661
xenon1, 0.831488, 909.113286, 0.808960,934.430356
xenon2, 2.382848, 1038.538881, 2.361344,1047.996487
