Dataset,Sputnik_time,Sputnik_gflops,ours_time,ours_gflops
fxm3_16, 369.106934, 0.680132, 0.549888,456.531645
fxm4_6, 37.492737, 8.498184, 0.522240,610.102961
g7jac040, 14.648320, 5.010093, 0.239616,306.279372
g7jac040sc, 14.648320, 5.010093, 0.237568,308.919712
g7jac050sc, 22.891520, 4.417077, 0.262144,385.717774
g7jac060, 32.983040, 3.945126, 0.301056,432.219391
g7jac060sc, 32.982018, 3.945248, 0.293888,442.761320
g7jac080, 58.614784, 3.209850, 0.355328,529.495687
g7jac080sc, 58.615807, 3.209794, 0.347136,541.991165
g7jac100, 91.669502, 2.685376, 0.409600,600.993765
g7jac100sc, 91.669502, 2.685376, 0.408576,602.499983
g7jac120, 131.981308, 2.304792, 0.494592,615.031042
g7jac120sc, 131.980286, 2.304810, 0.493568,616.307050
g7jac140, 179.757050, 2.015008, 0.585728,618.395990
g7jac140sc, 179.758087, 2.014996, 0.579584,624.951411
g7jac160, 234.907654, 1.788934, 0.704512,596.489826
g7jac160sc, 234.908676, 1.788926, 0.704512,596.489826
g7jac180, 297.380859, 1.608229, 0.821248,582.353495
g7jac180sc, 297.291779, 1.608711, 0.823296,580.904843
g7jac200, 367.213562, 1.460401, 0.941056,569.869415
g7jac200sc, 367.217651, 1.460385, 0.945152,567.399793
ga2010, 8830.495117, 0.102775, 2.136064,424.872952
garon2, 19.299328, 12.953222, 0.420864,593.988767
gas_sensor, 467.607544, 2.331343, 1.262592,863.425110
gearbox, 2469.890137, 2.352922, 11.920384,487.522748
graphics, 36.591618, 2.063056, 0.186368,405.061806
great-britain_osm, 0.006144, 1699274.314895, 35.560448,293.594216
gridgena, 250.265594, 1.309544, 0.396288,827.009028
gsm_106857, 36214.917969, 0.384530, 34.511871,403.504963
gupta1, 105.953278, 13.072690, 1.774592,780.514263
gupta2, 402.686981, 6.751902, 3.500032,776.822349
gupta3, 31.435776, 189.815366, 4.064256,1468.163669
gyro, 31.835136, 20.528945, 1.134592,576.014750
gyro_k, 31.840256, 20.525644, 1.134592,576.014750
gyro_m, 31.665152, 6.880619, 0.351232,620.318891
halfb, 5265.229980, 1.505766, 16.544767,479.197154
hangGlider_4, 25.482241, 3.755576, 0.190464,502.459665
hangGlider_5, 26.898432, 3.693800, 0.200704,495.044659
hcircuit, 1164.408813, 0.282002, 0.705536,465.413638
helm2d03, 16034.639648, 0.109440, 2.894848,606.193601
helm3d01, 108.604416, 2.524798, 0.386048,710.285166
hi2010, 65.415169, 1.214407, 0.271360,292.749989
hollywood-2009, 135459.750000, 0.538097, 80.079872,910.221849
hood, 5075.295410, 1.357911, 16.280577,423.314184
hugetrace-00000, 0.006144, 1433152.657641, 24.736769,355.959598
hugetric-00000, 0.005120, 2183380.805157, 31.352833,356.551815
hugetric-00010, 0.005120, 2471463.562434, 35.843071,353.035964
hugetric-00020, 0.005120, 2670194.317455, 38.691841,353.340502
human_gene1, 59.432961, 265.653459, 11.627520,1357.862386
human_gene2, 26.959871, 428.925205, 8.131584,1422.080628
hvdc1, 64.553986, 1.586081, 0.251904,406.455775
hvdc2, 3758.238770, 0.229431, 1.416192,608.854369
iChem_Jacobian, 7830.410156, 0.338158, 3.002368,881.942581
ia2010, 4863.761230, 0.134371, 1.536000,425.487496
ibm_matrix_2, 276.389893, 2.446654, 0.711680,950.188856
id2010, 2341.173340, 0.199083, 1.163264,400.673403
igbt3, 12.631040, 11.856810, 0.246784,606.862029
il2010, 21247.980469, 0.065195, 3.060736,452.589504
image_interp, 3002.355713, 0.151707, 1.229824,370.359612
in-2004, 199246.718750, 0.054339, 15.382528,703.844889
in2010, 7433.344238, 0.110354, 1.871872,438.223480
inlet, 14.551040, 14.440667, 0.390144,538.587612
inline_1, 26460.953125, 0.890461, 41.109505,573.163288
ins2, 9977.555664, 0.176491, 2.542592,692.580534
internet, 1619.367920, 0.081894, 0.758784,174.775642
invextr1_new, 97.305603, 11.798743, 1.916928,598.918587
italy_osm, 0.005120, 1753494.544297, 29.530111,304.024991
jan99jac060, 44.516354, 1.828462, 0.245760,331.203133
jan99jac060sc, 44.519424, 1.828336, 0.246784,329.828836
jan99jac080, 79.257599, 1.385029, 0.278528,394.122236
jan99jac080sc, 79.256577, 1.385047, 0.276480,397.041682
jan99jac100, 123.965439, 1.114437, 0.316416,436.614084
jan99jac100sc, 124.679169, 1.108057, 0.313344,440.894605
jan99jac120, 178.633728, 0.932239, 0.343040,485.451507
jan99jac120sc, 178.634750, 0.932233, 0.343040,485.451507
jnlbrng1, 166.942719, 0.763663, 0.248832,512.345674
juba40k, 169.838593, 0.546194, 0.310272,298.978953
k1_san, 478.996490, 0.747929, 0.564224,634.952354
k3plates, 13.088768, 18.528350, 0.627712,386.344814
karted, 646.210571, 1.753335, 2.721792,416.278454
kim1, 154.189819, 3.873439, 0.583680,1023.240177
kim2, 21761.851562, 0.333208, 6.382592,1136.092135
kkt_power, 443614.250000, 0.021082, 18.174976,514.559367
kneser_10_4_1, 12050.688477, 0.052698, 2.110464,300.901248
kron_g500-logn16, 449.260559, 6.998122, 3.202048,981.865387
kron_g500-logn17, 1794.064331, 3.648782, 6.711296,975.392878
kron_g500-logn18, 7169.940430, 1.889302, 14.317568,946.123063
kron_g500-logn19, 28659.671875, 0.972790, 29.027328,960.469015
kron_g500-logn20, 114598.359375, 0.498379, 62.649345,911.635884
kron_g500-logn21, 0.005120, 22760368.324975, 134.697983,865.143490
ks2010, 5933.212891, 0.121005, 1.677312,428.036473
ky2010, 2724.633545, 0.185044, 1.260544,399.968540
la2010, 4356.062012, 0.144076, 1.604608,391.127139
laminar_duct3D, 472.450043, 5.192442, 3.701760,662.703483
language, 16598.964844, 0.046898, 2.263040,343.985850
largebasis, 20176.507812, 0.176367, 4.006912,888.081344
ldoor, 94493.171875, 0.315096, 70.228989,423.961452
lhr10, 12.029952, 12.376202, 0.313344,475.149099
lhr10c, 12.028928, 12.377256, 0.312320,476.706976
lhr11, 12.678144, 11.799380, 0.314368,475.857070
lhr11c, 12.678144, 11.799380, 0.316416,472.777110
lhr14, 21.401600, 9.206280, 0.402432,489.596062
lhr14c, 21.404673, 9.204958, 0.403456,488.353423
lhr17, 32.443394, 7.535093, 0.471040,518.987760
lhr17c, 32.447487, 7.534143, 0.477184,512.305528
lhr34, 129.163269, 3.785666, 0.884736,552.672163
lhr34c, 129.166336, 3.785576, 0.882688,553.954475
lhr71, 516.763672, 1.892507, 1.927168,507.469444
lhr71c, 516.048889, 1.895128, 1.928192,507.199942
li, 54.342655, 15.902752, 1.475584,585.664891
light_in_tissue, 89.696259, 2.897487, 0.322560,805.722191
ljournal-2008, 0.006144, 8231577.000509, 103.847939,487.008328
lowThrust_10, 34.936832, 4.066860, 0.241664,587.936953
lowThrust_11, 35.432449, 4.042414, 0.241664,592.693308
lowThrust_12, 35.689472, 4.027505, 0.243712,589.792559
lowThrust_13, 35.781631, 4.022569, 0.242688,593.082805
lowThrust_4, 19.332096, 5.328242, 0.211968,485.951076
lowThrust_5, 27.766785, 4.572231, 0.218112,582.068644
lowThrust_6, 30.024704, 4.419806, 0.226304,586.394245
lowThrust_7, 31.694847, 4.271958, 0.226304,598.306010
lowThrust_8, 32.870399, 4.214272, 0.232448,595.938885
lowThrust_9, 34.106369, 4.120549, 0.234496,599.314963
lp1, 29754.353516, 0.035349, 2.942976,357.389527
lp_ken_18, 1695.868896, 0.135169, 0.732160,313.086550
lp_nug20, 115.475456, 1.689294, 0.292864,666.083928
lp_nug30, 2067.639404, 0.485284, 3.108864,322.751969
lp_osa_60, 260.830200, 3.454994, 0.951296,947.304253
lp_pds_10, 86.329346, 0.797726, 0.235520,292.404885
lp_pds_20, 382.079987, 0.389693, 0.414720,359.023149
lpl1, 110.094337, 1.906938, 0.377856,555.616551
lpl3, 38.232063, 1.682776, 0.212992,302.058297
lung2, 1249.867798, 0.252219, 0.723968,435.434919
luxembourg_osm, 1369.113647, 0.111877, 0.615424,248.889360
m133-b3, 4177.159180, 0.122694, 1.047552,489.247317
m14b, 4809.401367, 0.446863, 2.629632,817.279012
m_t1, 998.631409, 6.250840, 8.448000,738.906822
ma2010, 2586.209229, 0.192185, 1.210368,410.644023
mac_econ_fwd500, 4444.722168, 0.183357, 1.690624,482.052166
majorbasis, 2668.421143, 0.419824, 1.466368,763.973485
mario001, 154.267654, 0.855266, 0.254976,517.459831
mario002, 15840.261719, 0.084897, 2.634752,510.406620
mark3jac040, 35.043327, 2.071675, 0.229376,316.503902
mark3jac040sc, 35.049473, 2.071312, 0.231424,313.702982
mark3jac060, 78.747650, 1.387277, 0.271360,402.582532
mark3jac060sc, 78.750717, 1.387223, 0.270336,404.107478
mark3jac080, 140.017670, 1.041948, 0.329728,442.459229
mark3jac080sc, 140.017670, 1.041948, 0.330752,441.089416
mark3jac100, 218.755066, 0.834438, 0.395264,461.811853
mark3jac100sc, 218.667007, 0.834774, 0.401408,454.743318
mark3jac120, 315.512817, 0.694691, 0.471040,465.319283
mark3jac120sc, 314.790924, 0.696284, 0.475136,461.307909
mark3jac140, 428.407806, 0.597166, 0.772096,331.345334
mark3jac140sc, 428.412933, 0.597158, 0.580608,440.624992
matrix-new_3, 1638.329346, 1.046432, 1.699840,1008.565542
matrix_9, 1116.828613, 1.215757, 1.343488,1010.646930
mc2depi, 28809.919922, 0.046656, 2.572288,522.548012
md2010, 2199.664551, 0.203777, 1.156096,387.720334
me2010, 504.074249, 0.425939, 0.596992,359.644073
memchip, 0.005120, 1851275.296767, 16.570368,572.016831
memplus, 33.017857, 2.445222, 0.202752,398.200769
mi2010, 11340.137695, 0.089062, 2.276352,443.682538
minsurfo, 173.854721, 0.749580, 0.250880,519.443871
mip1, 465.241089, 14.241657, 5.215232,1270.471629
mixtank_new, 94.542847, 13.505265, 2.166784,589.272494
mk12-b3, 75.508736, 1.762127, 0.266240,499.759614
mk12-b4, 338.264069, 0.590024, 0.371712,536.931819
mk13-b5, 3805.934570, 0.136345, 0.957440,541.985284
mn2010, 7033.806641, 0.111653, 1.825792,430.139523
mo2010, 12301.230469, 0.086187, 2.415616,438.895712
mod2, 240.921600, 0.530788, 0.313344,408.108658
mono_500Hz, 2994.119629, 1.076518, 5.152768,625.532575
mouse_gene, 224.959488, 82.410688, 14.288896,1297.445705
mri1, 1007.377380, 0.374723, 0.581632,649.014064
mri2, 972.042236, 0.374739, 0.541696,672.448000
ms2010, 3075.957764, 0.174771, 1.303552,412.401797
msc10848, 12.672000, 62.110000, 0.864256,910.676811
msc23052, 55.863297, 13.230171, 1.594368,463.557327
msdoor, 18032.658203, 0.718374, 30.703615,421.911176
mt2010, 1824.863281, 0.223988, 1.049600,389.431705
mult_dcop_01, 66.369537, 1.863756, 0.245760,503.322929
mult_dcop_02, 66.366463, 1.863843, 0.246784,501.234437
mult_dcop_03, 66.367485, 1.863235, 0.245760,503.166679
n4c6-b10, 2574.592041, 0.362042, 1.260544,739.450684
n4c6-b11, 955.920410, 0.556244, 0.688128,772.712060
n4c6-b12, 184.977402, 1.151674, 0.304128,700.473505
n4c6-b5, 108.637184, 1.831435, 0.318464,624.754802
n4c6-b6, 563.158020, 0.828249, 0.739328,630.890732
n4c6-b7, 1771.951050, 0.471605, 1.064960,784.687498
n4c6-b8, 3383.993408, 0.338545, 1.526784,750.358428
n4c6-b9, 3867.549805, 0.308715, 1.515520,787.829404
nasasrb, 315.567108, 5.429867, 3.955712,433.167866
nc2010, 8703.859375, 0.104165, 2.105344,430.635932
ncvxbqp1, 260.864014, 0.858606, 0.380928,587.983856
ncvxqp3, 586.655762, 0.545425, 0.642048,498.369217
ncvxqp5, 407.562225, 0.667329, 0.517120,525.948016
ncvxqp7, 798.522339, 0.460821, 0.751616,489.579359
nd12k, 142.766083, 63.750474, 5.542912,1641.989884
nd2010, 1865.747437, 0.214716, 1.032192,388.111362
nd24k, 557.640686, 32.956716, 11.448320,1605.301488
nd6k, 37.011456, 119.267999, 2.666496,1655.461766
ne2010, 3896.627197, 0.150096, 1.404928,416.296474
neos, 25755.748047, 0.037939, 2.603008,375.391911
neos1, 1831.102417, 0.209566, 0.833536,460.373141
neos2, 1853.496338, 0.236556, 0.817152,536.565618
neos3, 27689.929688, 0.047498, 2.406400,546.548944
net100, 94.368767, 13.788969, 1.769472,735.387730
net125, 142.595078, 11.567075, 2.129920,774.399036
net150, 199.051270, 10.035445, 2.553856,782.177257
net4-1, 814.739441, 1.918043, 2.520064,620.105366
net50, 28.129280, 21.505278, 0.883712,684.530712
net75, 56.591358, 16.841582, 1.316864,723.755825
netherlands_osm, 0.005120, 610309.515418, 10.498048,297.653877
nh2010, 248.934402, 0.603018, 0.384000,390.916663
nj2010, 2998.396973, 0.177143, 1.260544,421.360702
nlpkkt120, 0.006144, 10088102.976509, 53.180416,1165.491198
nlpkkt80, 117599.515625, 0.156217, 15.867904,1157.745246
nm2010, 2963.573730, 0.179453, 1.300480,408.941927
nmos3, 36.235264, 6.828159, 0.332800,743.449998
ns3Da, 44.171265, 24.335807, 1.759232,611.029889
nsct, 90.261505, 4.947317, 0.467968,954.236897
nug08-3rd, 61.727745, 1.538793, 0.196608,483.124983
nv2010, 745.239563, 0.358111, 0.729088,366.044588
ny2010, 12778.087891, 0.085624, 2.445312,447.430900
obstclae, 166.939651, 0.757574, 0.244736,516.757320
offshore, 7035.821289, 0.385927, 3.186688,852.079264
oh2010, 13908.986328, 0.081363, 2.520064,449.065400
ohne2, 3433.245605, 2.062383, 14.459904,489.676068
oilpan, 569.150452, 4.044977, 5.492736,419.135450
ok2010, 7548.415039, 0.108030, 1.920000,424.716009
olafu, 27.642879, 23.503334, 1.156096,561.977423
olesnik0, 812.645386, 0.586108, 0.736256,646.919329
onera_dual, 764.135437, 0.351101, 0.548864,488.807130
onetone1, 135.756805, 1.607995, 0.414720,526.370372
onetone2, 135.739395, 1.073247, 0.328704,443.200935
opt1, 25.695232, 48.087489, 1.354752,912.063057
or2010, 4029.463623, 0.155576, 1.483776,422.494832
p010, 20.192257, 3.740047, 0.155648,485.197390
p2p-Gnutella31, 408.244232, 0.231849, 0.359424,263.340459
pa2010, 18517.421875, 0.071145, 2.891776,455.573198
packing-500x100x100-b050, 0.006144, 3643383.829464, 22.777857,982.750538
para-10, 2536.980469, 1.366376, 8.010752,432.727070
para-4, 2450.201660, 1.391227, 7.854080,434.014656
para-5, 2536.981445, 1.366375, 8.011776,432.671749
para-6, 2536.980469, 1.366376, 8.010752,432.727070
para-7, 2536.979492, 1.366376, 8.011776,432.671749
para-8, 2536.988770, 1.366371, 8.009728,432.782353
para-9, 2537.673828, 1.366003, 8.008704,432.837703
parabolic_fem, 28811.835938, 0.081625, 4.289536,548.255103
patents, 0.006144, 1559454.840674, 22.889471,418.589440
patents_main, 6030.288086, 0.059533, 1.366016,262.810620
pattern1, 42.050560, 141.900524, 3.820544,1561.818545
pcrystk02, 20.710400, 29.931490, 1.022976,605.970321
pcrystk03, 64.329727, 17.422022, 1.913856,585.599911
pct20stif, 287.167480, 6.013969, 3.633152,475.349315
pdb1HYS, 140.688385, 19.764600, 3.292160,844.627713
pds-100, 8377.928711, 0.083725, 1.689600,415.152275
pds-30, 825.134094, 0.264207, 0.593920,367.063582
pds-40, 1516.205078, 0.197039, 0.776192,384.894454
pds-50, 2388.330566, 0.158325, 0.952320,397.065197
pds-60, 3486.793701, 0.132074, 1.128448,408.097206
pds-70, 4672.014160, 0.114173, 1.293312,412.443107
pds-80, 5850.572754, 0.101496, 1.426432,416.289479
pds-90, 7076.173828, 0.091723, 1.553408,417.821351
pds10, 28.758017, 3.330589, 0.245760,389.734385
pfinan512, 583.502869, 0.654795, 0.702464,543.906718
pkustk01, 51.021824, 12.285002, 1.127424,555.960490
pkustk02, 12.459008, 41.608448, 0.758784,683.198384
pkustk03, 420.074493, 4.769312, 4.328448,462.860204
pkustk04, 324.422668, 8.322299, 3.806208,709.352320
pkustk05, 145.262589, 9.715455, 2.654208,531.718761
pkustk06, 195.694595, 8.410715, 3.099648,531.005947
pkustk07, 30.625792, 50.546761, 1.553408,996.540853
pkustk08, 52.876289, 39.054734, 2.035712,1014.421213
pkustk09, 121.070595, 8.371394, 2.105344,481.408061
pkustk10, 680.922119, 4.050022, 5.963776,462.416715
pkustk11, 806.658020, 4.139875, 6.252544,534.096796
pkustk12, 937.691162, 5.127363, 7.302144,658.420711
pkustk13, 942.704651, 4.492148, 7.560192,560.140433
pkustk14, 2414.196777, 3.933135, 12.638208,751.321886
pli, 54.341633, 15.903051, 1.476608,585.258740
pltexpa, 197.370880, 0.463887, 0.272384,336.134883
poisson3Da, 19.281919, 11.708776, 0.373760,604.044497
poisson3Db, 765.428711, 1.985773, 2.371584,640.908102
pre2, 45255.253906, 0.084276, 5.999616,635.697416
preferentialAttachment, 1042.796509, 0.613716, 1.083392,590.719505
psse0, 30.934015, 2.119236, 0.185344,353.701666
psse2, 33.143806, 2.225685, 0.241664,305.248931
pwt, 139.311111, 1.498147, 0.302080,690.904649
pwtk, 4954.769531, 1.502801, 16.238592,458.539219
qa8fk, 456.566772, 2.327744, 1.100800,965.452874
qa8fm, 456.565765, 2.327749, 1.103872,962.766169
raefsky3, 47.474689, 20.069884, 1.489920,639.505146
raefsky4, 41.333759, 20.571829, 1.503232,565.655227
rail_20209, 42.772480, 2.083328, 0.203776,437.289569
rail_79841, 665.065491, 0.533044, 0.626688,565.687293
rajat09, 62.703617, 1.077557, 0.201728,334.939719
rajat10, 95.262718, 0.875410, 0.223232,373.575113
rajat15, 145.050629, 1.957156, 0.466944,607.967368
rajat16, 927.166443, 0.442576, 0.811008,505.965135
rajat17, 927.168518, 0.442575, 0.808960,507.246031
rajat18, 927.085571, 0.334911, 0.884736,350.942563
rajat20, 787.958801, 0.491433, 0.763904,506.907691
rajat21, 17660.017578, 0.068616, 2.557952,473.721491
rajat22, 166.128647, 0.759947, 0.307200,410.966647
rajat23, 1269.679077, 0.280733, 0.850944,418.876362
rajat24, 13368.286133, 0.093271, 2.492416,500.265785
rajat25, 792.863770, 0.490160, 0.771072,504.013134
rajat26, 271.773682, 0.587081, 0.370688,430.424734
rajat28, 792.787964, 0.490207, 0.772096,503.344676
rajat29, 43212.460938, 0.072072, 5.062656,615.173704
rajat30, 43213.757812, 0.091458, 5.929984,666.484297
rajat31, 0.005120, 2539531.689154, 24.939520,521.357347
ramage02, 30.728191, 59.699748, 1.832960,1000.821224
rel8, 446.337036, 1.178430, 1.418240,370.865988
rel9, 283005.031250, 0.053522, 39.028736,388.098581
relat8, 447.274994, 1.908858, 1.548288,551.437670
relat9, 707432.312500, 0.035242, 42.571777,585.633731
rgg_n_2_15_s0, 112.130051, 1.829190, 0.345088,594.362009
rgg_n_2_16_s0, 448.051208, 0.977394, 0.712704,614.452225
rgg_n_2_17_s0, 1792.049194, 0.520524, 1.377280,677.279741
rgg_n_2_18_s0, 7163.035645, 0.276492, 2.710528,730.677682
rgg_n_2_19_s0, 28644.554688, 0.146112, 5.437440,769.718938
rgg_n_2_20_s0, 114561.625000, 0.077000, 11.099136,794.771171
rgg_n_2_21_s0, 0.005120, 3621998.841499, 22.782976,813.968881
rgg_n_2_22_s0, 0.006144, 6324832.692952, 46.939137,827.875763
ri2010, 66.271233, 1.214403, 0.264192,304.626955
rim, 53.495808, 12.142421, 1.249280,519.954416
rlfprim, 385.005554, 0.532923, 0.403456,508.551710
rma10, 229.982208, 6.606427, 2.819072,538.957726
roadNet-CA, 404843.937500, 0.008747, 10.592256,334.325105
roadNet-PA, 123992.164062, 0.015917, 5.967872,330.709069
roadNet-TX, 202274.734375, 0.012160, 7.491584,328.331746
route, 93.867004, 1.409872, 0.243712,543.019973
s3dkq4m2, 855.331848, 3.607220, 6.798336,453.841974
s3dkt3m2, 854.973450, 2.809695, 6.281216,382.444257
s4dkt3m2, 854.967285, 2.809716, 6.281216,382.444257
sc2010, 3448.945557, 0.165738, 1.382400,413.499989
sc205-2r, 229.269501, 0.344019, 0.232448,339.314432
scagr7-2r, 159.986694, 0.480604, 0.243712,315.496332
scfxm1-2b, 65.719299, 1.081467, 0.234496,303.089523
scfxm1-2r, 261.206024, 0.542439, 0.334848,423.142219
scircuit, 3047.797852, 0.201365, 1.240064,494.909156
sctap1-2r, 190.812164, 0.625087, 0.288768,413.045222
sd2010, 814.232605, 0.322834, 0.714752,367.766824
sgpf5y6, 8014.259277, 0.066440, 1.718272,309.883796
shallow_water1, 699.690979, 0.299725, 0.449536,466.514811
shallow_water2, 699.697144, 0.299723, 0.449536,466.514811
shar_te2-b2, 360.447998, 1.066406, 1.035264,371.290796
shar_te2-b3, 4177.874023, 0.122673, 1.049600,488.292681
shermanACb, 35.900417, 2.587584, 0.229376,404.991624
ship_001, 129.603577, 22.933836, 3.103744,957.652168
ship_003, 1549.402100, 3.340038, 9.398272,550.639735
shipsec1, 2073.073730, 2.412157, 10.408960,480.410953
shipsec5, 3377.044434, 1.916582, 13.396992,483.122000
shipsec8, 1380.730835, 3.084001, 8.646656,492.464988
shock-9, 138.855423, 0.657167, 0.224256,406.906404
shuttle_eddy, 11.462656, 5.784293, 0.196608,337.236316
shyy161, 609.872925, 0.346052, 0.452608,466.292432
sinc15, 14.115840, 25.776478, 0.807936,450.353288
sinc18, 28.567553, 21.816662, 1.139712,546.847496
skirt, 16.716801, 7.523736, 0.229376,548.325885
sls, 11438.917969, 0.380696, 7.332864,593.868190
smallworld, 1043.560425, 0.613283, 0.916480,698.321225
sme3Da, 16.709633, 33.509275, 0.975872,573.771654
sme3Db, 89.211906, 14.929401, 2.425856,549.035169
sme3Dc, 194.657288, 10.352245, 3.671040,548.928862
smt, 70.598656, 34.023846, 2.450432,980.250706
soc-Epinions1, 600.468506, 0.542336, 0.738304,441.086154
soc-LiveJournal1, 0.006144, 7186851.099962, 100.252670,440.447268
soc-Slashdot0811, 624.326660, 0.928199, 1.093632,529.885308
soc-Slashdot0902, 704.376831, 0.861779, 1.156096,525.057581
soc-sign-Slashdot081106, 624.608276, 0.529305, 0.752640,439.264451
soc-sign-Slashdot090216, 698.759155, 0.499785, 0.803840,434.451443
soc-sign-Slashdot090221, 703.377380, 0.499716, 0.826368,425.342330
soc-sign-epinions, 1811.289062, 0.297290, 1.220608,441.155622
south31, 69.940224, 1.028517, 0.208896,344.356624
spal_004, 375.141388, 78.763902, 29.073408,1016.310136
sparsine, 261.471222, 3.791440, 2.350080,421.837688
spmsrtls, 94.028801, 1.565117, 0.243712,603.852433
srb1, 316.151794, 5.996415, 4.099072,462.489385
stat96v2, 2904.477783, 0.628477, 3.049472,598.594676
stat96v3, 3930.123291, 0.540276, 3.543040,599.302017
std1_Jac2, 50.630657, 15.784663, 0.689152,1159.668458
std1_Jac2_db, 50.579456, 6.311128, 0.483328,660.448868
std1_Jac3, 50.678783, 18.385262, 0.835584,1115.079677
std1_Jac3_db, 50.596863, 6.727070, 0.520192,654.313450
stokes128, 257.519623, 1.388244, 0.411648,868.460810
stokes64, 16.582657, 5.404548, 0.161792,553.931979
stokes64s, 16.582657, 5.404548, 0.164864,543.610236
stomach, 4745.469727, 0.407516, 2.115584,914.099754
stormG2_1000, 75792.875000, 0.029215, 4.315136,513.152740
stormg2-125, 1189.683228, 0.233074, 0.690176,401.758154
struct3, 299.829254, 2.505306, 0.848896,884.871806
t2dah, 13.804544, 8.165056, 0.201728,558.746824
t2dah_a, 13.808640, 8.162635, 0.204800,550.365639
t2dah_e, 13.806592, 8.163845, 0.198656,567.387263
t2em, 88495.703125, 0.033201, 4.981760,589.778003
t3dh, 656.754700, 4.241077, 6.309888,441.425783
t3dh_a, 656.040955, 4.245691, 6.309888,441.425783
t3dh_e, 656.043030, 4.245678, 6.310912,441.354141
t3dl, 43.560959, 7.490979, 0.363520,897.651417
t3dl_a, 43.495422, 7.502266, 0.364544,895.129905
t60k, 375.610382, 0.304792, 0.315392,362.987027
tandem_dual, 922.752014, 0.319388, 0.608256,484.525477
tandem_vtx, 35.705856, 4.541104, 0.271360,597.523563
ted_A, 11.944960, 22.748983, 0.504832,538.269492
ted_AB, 11.966464, 27.938719, 0.514048,650.382246
ted_AB_unscaled, 11.963392, 27.945893, 0.514048,650.382246
ted_A_unscaled, 11.950080, 22.739235, 0.503808,539.363544
ted_B, 11.879424, 7.789145, 0.216064,428.255320
ted_B_unscaled, 11.878400, 7.789817, 0.211968,436.530787
thermal1, 712.474609, 0.516023, 0.666624,551.514969
thermal2, 157125.546875, 0.034949, 8.497152,646.263608
thermomech_TC, 1088.412720, 0.418405, 0.807936,563.654934
thermomech_TK, 1088.407593, 0.418407, 0.809984,562.229753
thermomech_dK, 4351.344727, 0.418626, 2.024448,899.793916
thermomech_dM, 4351.555664, 0.209303, 1.548288,588.258933
thread, 94.335999, 30.325971, 2.856960,1001.354818
tmt_sym, 55026.472656, 0.059095, 4.945920,657.474251
tmt_unsym, 87769.273438, 0.033432, 4.989952,588.036235
tn2010, 6009.273438, 0.127160, 1.764352,433.098529
tomographic1, 454.123535, 0.912520, 0.923648,448.652301
torsion1, 166.942719, 0.757560, 0.248832,508.251024
torso1, 1408.391113, 3.870061, 3.195904,1705.483009
torso2, 1402.037231, 0.471758, 0.887808,745.006467
torso3, 7000.103027, 0.404935, 2.933760,966.195923
tp-6, 15094.828125, 0.489171, 14.379008,513.522769
trans4, 1423.279053, 0.344622, 0.929792,527.530294
trans5, 1423.281128, 0.344622, 0.928768,528.111919
transient, 3335.255127, 0.184557, 1.256448,489.909320
trdheim, 51.700737, 23.957248, 1.783808,694.361369
troll, 4755.372070, 1.613012, 16.174080,474.244661
ts-palko, 108.922882, 6.327577, 1.755136,392.686330
tsyl201, 45.707264, 34.374678, 1.814528,865.884952
tube1, 48.540672, 11.827521, 1.366016,420.284848
tube2, 48.543743, 11.826773, 1.357824,422.820523
turon_m, 3760.782227, 0.287749, 1.525760,709.260042
twotone, 1520.518188, 0.515287, 1.454080,538.830991
tx2010, 87083.367188, 0.032750, 6.244352,456.735005
usroads, 1739.059204, 0.121765, 0.783360,270.318626
usroads-48, 1658.928101, 0.124958, 0.765952,270.638372
ut2010, 1388.635132, 0.263656, 0.954368,383.627953
va2010, 8510.858398, 0.105437, 2.095104,428.313787
vanbody, 232.352768, 6.436828, 3.219456,464.555111
venkat01, 406.969330, 2.701400, 1.040384,1056.712543
venkat25, 406.971405, 2.701386, 1.040384,1056.712543
venkat50, 406.974457, 2.701366, 1.041408,1055.673608
venturiLevel3, 0.005120, 2013559.300867, 19.555328,527.192546
vfem, 911.744995, 1.007044, 1.116160,822.612359
vibrobox, 16.084991, 13.640661, 0.408576,537.011263
viscoplastic2, 112.268288, 2.173799, 0.424960,574.286162
viscorocks, 149.229568, 4.984509, 1.212416,613.515598
vsp_barth5_1Ksep_50in_5Kout, 108.374016, 1.202414, 0.272384,478.406976
vsp_bcsstk30_500sep_10in_1Kout, 357.266418, 7.224916, 4.900864,526.686677
vsp_befref_fxm_2_4_air02, 20.901888, 6.015089, 0.227328,553.063057
vsp_bump2_e18_aa01_model1_crew1, 332.366852, 1.158435, 0.610304,630.874583
vsp_c-30_data_data, 12.808192, 6.214423, 0.389120,204.552625
vsp_c-60_data_cti_cs4, 768.363525, 0.401610, 0.798720,386.346153
vsp_finan512_scagr7-2c_rlfddd, 2036.233276, 0.347006, 1.321984,534.488747
vsp_mod2_pgp2_slptsk, 1071.401001, 0.465177, 1.005568,495.631351
vsp_model1_crew1_cr42_south31, 212.308990, 1.145356, 0.371712,654.187329
vsp_msc10848_300sep_100in_1Kout, 51.646465, 30.261816, 2.249728,694.713256
vsp_p0291_seymourl_iiasa, 11.645952, 5.920601, 0.214016,322.177025
vsp_sctap1-2b_and_seymourl, 168.512512, 1.069735, 0.366592,491.728365
