Dataset,ASpT_time,ASpT_gflops
sme3Db,4.489216,1186.737608
sme3Dc,6.584320,1224.205275
smt,5.416960,1773.716524
soc-Epinions1,2.938880,443.237810
soc-LiveJournal1,246.027267,717.904404
soc-Slashdot0811,3.725312,622.229248
soc-Slashdot0902,3.891200,623.989463
soc-sign-Slashdot081106,2.572288,514.107278
soc-sign-Slashdot090216,2.650112,527.116516
soc-sign-Slashdot090221,2.632704,534.035391
soc-sign-epinions,4.120576,522.721185
south31,1.682400,171.028817
spal_004,173.295609,682.016114
sparsine,3.504768,1131.432779
spmsrtls,0.585824,1004.848397
srb1,4.616736,1642.526067
stat96v2,5.968896,1223.273307
stat96v3,6.932480,1225.161029
std1_Jac2,3.001344,1065.106631
std1_Jac2_db,1.434624,890.026793
std1_Jac3,2.954240,1261.566689
std1_Jac3_db,1.455104,935.654473
stokes128,1.275616,1121.027476
stokes64,0.338464,1059.158577
stokes64s,0.334432,1071.928026
stomach,5.480352,1411.482143
stormG2_1000,19.111488,463.453981
stormg2-125,2.689280,412.428362
struct3,1.918080,1566.491848
t2dah,0.396704,1136.513706
t2dah_a,0.398528,1131.312001
t2dah_e,0.398496,1131.402869
t2em,22.605856,519.888738
t3dh,7.126016,1563.480714
t3dh_a,7.127040,1563.256126
t3dh_e,7.157760,1556.546821
t3dl,0.936448,1393.838196
t3dl_a,0.936224,1394.171675
t60k,1.260768,363.217324
tandem_dual,2.499488,471.641402
tandem_vtx,0.589728,1099.788381
ted_A,0.874464,1242.981701
ted_AB,1.006592,1328.552853
ted_AB_unscaled,1.010688,1323.168762
ted_A_unscaled,0.872992,1245.077556
ted_B,0.553824,668.302990
ted_B_unscaled,0.551296,671.367546
thermal1,1.593376,922.953805
thermal2,22.343649,983.080309
thermomech_TC,2.472864,736.631106
thermomech_TK,2.465984,738.686221
thermomech_dK,6.109120,1192.699408
thermomech_dM,5.256832,693.036581
thread,6.574080,1740.672900
tmt_sym,11.985248,1085.272543
tmt_unsym,22.594368,519.469744
tn2010,7.572768,403.624259
tomographic1,2.149760,771.056859
torsion1,1.074752,470.691371
torso1,11.964416,1822.257001
torso2,2.257792,1171.804526
torso3,7.478400,1516.146124
tp-6,33.023998,894.373613
trans4,3.022848,649.048126
trans5,3.024896,648.608686
transient,4.199424,586.314343
trdheim,3.368960,1470.610984
troll,18.704384,1640.357919
ts-palko,3.580928,769.876304
tsyl201,3.612672,1739.623681
tube1,1.449760,1584.030062
tube2,1.468736,1563.564370
turon_m,4.116992,1051.409030
twotone,3.398656,922.133202
tx2010,26.236929,434.809133
usroads,2.569856,329.601045
usroads-48,2.520032,329.037101
ut2010,4.720416,310.245737
va2010,8.589760,417.875209
vanbody,3.495936,1711.261025
venkat01,2.586880,1699.942623
venkat25,2.587328,1699.648283
venkat50,2.589024,1698.534817
venturiLevel3,92.524673,445.694018
vfem,2.587520,1419.377753
vibrobox,0.877568,1000.081673
viscoplastic2,0.937600,1041.163122
viscorocks,1.790816,1661.446360
vsp_barth5_1Ksep_50in_5Kout,0.767648,679.011230
vsp_bcsstk30_500sep_10in_1Kout,8.696832,1187.200088
vsp_befref_fxm_2_4_air02,1.766400,284.707250
vsp_bump2_e18_aa01_model1_crew1,3.208192,480.052649
vsp_c-30_data_data,1.277952,249.134624
vsp_c-60_data_cti_cs4,11.343808,108.810867
vsp_finan512_scagr7-2c_rlfddd,4.203520,672.375181
vsp_mod2_pgp2_slptsk,3.868672,515.309702
vsp_model1_crew1_cr42_south31,2.744320,354.432847
vsp_msc10848_300sep_100in_1Kout,5.490688,1138.593840
vsp_p0291_seymourl_iiasa,0.882688,312.459402
vsp_sctap1-2b_and_seymourl,2.572288,280.316477
vsp_south31_slptsk,2.582528,376.514654
vsp_vibrobox_scagr7-2c_rlfddd,3.255296,685.099089
vt2010,1.308352,304.452381
wa2010,5.986784,405.130021
wang3,0.595520,761.603414
wang4,0.591328,767.123730
water_tank,3.336096,1561.801364
wathen100,0.902336,1337.970067
wathen120,1.057696,1369.342591
watson_1,4.804832,562.150371
watson_2,7.947264,594.765802
wave,4.192352,1293.730812
waveguide3D,0.783360,991.725485
web-BerkStan,14.740928,1319.965989
web-Google,23.075169,566.362052
web-NotreDame,6.831104,561.060577
web-Stanford,7.464064,793.132565
webbase-1M,26.282848,302.485182
wheel_601,11.813888,470.402634
wi2010,7.368864,420.156243
wiki-Talk,34.022400,377.833711
wikipedia-20051105,60.614655,834.251718
wikipedia-20060925,122.037247,781.801363
wikipedia-20061104,129.401855,779.131653
wikipedia-20070206,149.877762,769.145432
windscreen,2.136064,1776.593916
wing,1.538432,404.506198
wing_nodal,0.439456,879.493220
world,2.107584,241.575415
wv2010,4.498368,377.265800
wy2010,3.477152,314.803646
x104,15.115264,1722.041874
xenon1,1.927456,1568.734729
xenon2,5.867488,1687.045877
